scheme,method,rmse_deg,avg_runtime_sec,avg_lrmc_runtime_sec,avg_lrmc_iterations,lrmc_convergence_rate,avg_lrmc_final_residual,min_lrmc_eigenvalue,min_lrmc_singular_value
phase2a_2d_baseline,music,7.96863184995867,0.07078422893772894,,,,,,
phase2a_2d_baseline,esprit,7.012420078456057,0.00039636336996357,,,,,,
phase2a_2d_baseline,r-music,6.8378956378153015,0.0006114743589744685,,,,,,
phase2a_2d_ss_only,music,7.456185374401042,0.07058057765567764,,,,,,
phase2a_2d_ss_only,esprit,5.692678956158755,0.0004903499389498755,,,,,,
phase2a_2d_ss_only,r-music,6.822091491815262,0.0006336369963369391,,,,,,
phase2a_2d_lrmc_only,music,8.943864741364319,0.08689844249084194,0.014528290231990353,87.12820512820512,0.4139194139194139,3.0039539892740536e-17,1e-08,9.999682460670376e-09
phase2a_2d_lrmc_only,esprit,9.335118992778092,0.016474045299145017,0.015056943223443225,87.12820512820512,0.4139194139194139,3.0039539892740536e-17,1e-08,9.999682460670376e-09
phase2a_2d_lrmc_only,r-music,9.271851228710947,0.016830808547008545,0.015078964224664522,87.12820512820512,0.4139194139194139,3.0039539892740536e-17,1e-08,9.999682460670376e-09
phase2a_2d_ss_lrmc,music,8.37749483676483,0.09056307960928062,0.01660710744810649,92.71428571428571,0.3064713064713065,2.666360695302754e-17,1e-08,9.999612586384295e-09
phase2a_2d_ss_lrmc,esprit,8.841320883120865,0.017233873992674804,0.015743534798534943,92.71428571428571,0.3064713064713065,2.666360695302754e-17,1e-08,9.999612586384295e-09
phase2a_2d_ss_lrmc,r-music,8.625703117649957,0.017788616483515745,0.015864623687423165,92.71428571428571,0.3064713064713065,2.666360695302754e-17,1e-08,9.999612586384295e-09
phase2a_2d_lrmc_ss,music,8.052609117144563,0.12172956691086745,0.047308617948716755,90.1025641025641,0.06837606837606838,2.796474809959666e-17,1e-08,9.999682460670376e-09
phase2a_2d_lrmc_ss,esprit,8.529705892418175,0.056257648962149596,0.05228650573870539,90.1025641025641,0.06837606837606838,2.796474809959666e-17,1e-08,9.999682460670376e-09
phase2a_2d_lrmc_ss,r-music,8.46534583493434,0.05339463858363629,0.04941879694749659,90.1025641025641,0.06837606837606838,2.796474809959666e-17,1e-08,9.999682460670376e-09
