bucket_name,num_cells,mean_rmse_deg,median_rmse_deg,best_rmse_deg,worst_rmse_deg,mean_runtime_sec
coherent_ood,19,2.1265314838756377,2.1709381092287745,0.9619530726202372,2.7244830892810086,0.016295296067276994
full_noncoherent_transfer,20,1.6809389051834134,1.5845469854735557,0.33370410773596804,2.7277782100406207,0.016445511775530757
gap_shift_only,9,1.6994278846886859,1.9705031589299247,0.33370410773596804,2.574817363919366,0.01656338274077495
in_domain_anchor,1,0.356298654489588,0.356298654489588,0.356298654489588,0.356298654489588,0.01686312044424186
joint_gap_snr_shift,24,2.1095314578151787,2.1711065404729943,0.8964828952705679,2.7277782100406207,0.016298762262513738
noncoherent_transfer,20,1.6809389051834134,1.5845469854735557,0.33370410773596804,2.7277782100406207,0.016445511775530757
snr_shift_only,7,1.204710636468413,1.520711857753838,0.33370410773596804,1.6128078617873276,0.0164273410237252
