scheme,method,rmse_deg,avg_runtime_sec,avg_lrmc_runtime_sec,avg_lrmc_iterations,lrmc_convergence_rate,avg_lrmc_final_residual,min_lrmc_eigenvalue,min_lrmc_singular_value
phase5b_groupb_1p9_coherent_ss_lrmc_t1,music,1.932917477526962,0.08482887350427358,0.015926768253968455,99.08058608058609,0.04395604395604396,0.0,1e-08,9.999403186057997e-09
phase5b_groupb_1p9_coherent_ss_lrmc_t1,esprit,1.9576365079365823,0.01701970341880324,0.01570601379731355,99.08058608058609,0.04395604395604396,0.0,1e-08,9.999403186057997e-09
phase5b_groupb_1p9_coherent_ss_lrmc_t1,r-music,1.906579945722516,0.01713544871794836,0.01552998962148965,99.08058608058609,0.04395604395604396,0.0,1e-08,9.999403186057997e-09
